的	白勺
𢩾	扌丮
𤤰	王布
槺	木庚⺍
𦵗	艸言十
𬰹	音由
㟴	山鬼
𥆹	目山及
咾	口耂
𫥨	四大出
𫺙	心二與廾
𬨸	辵乃又皿
𠰷	口卜尸
𬄪	木女甘木
𬮌	文扌門
𢬣	手西
𨃰	足兼
𠞠	刀禾失
𩸰	魚子瓜
𢖱	心乃
𫄑	糸食爪女
𫡇	分中
﨤	辵及
𡮩	門才少
𬃂	林五
𧋶	虫水殳
𦝺	月羊大
鸜	目目隹鳥
𨶛	門工貝
𩭶	長彡水由
𫊶	虫光
𣮇	吳毛
𫣽	合皿門一廾
𫢱	人四十乚
𥯎	竹广占
𠴗	口木土
𤻬	疒辛束
𫹣	行尞
鍄	金京
𦓿	耒其
𠍵	人羊永
𡾬	山竹馬
𦢞	月魚日
𫑐	辵束戶犬
𤹾	疒日每
慃	心公羽
𤓇	火王𠂊内目攴
𫡾	亡心口月
𬳤	香匚艸𠂇口
𡪜	宀水冂儿木
𩙕	暴風
𧞿	衤厂禾禾止
𠻛	口辵告
𬠌	虫冄邑
𪫚	水去行聿
㙤	土虎乎
𥄬	目五
𤉠	水冂儿火
𧤭	巴角刀牛
𫩒	口巾
𥋲	目广兼
𨤔	尾采
𬥮	堇分貝
𨙝	雨田辵艮
摪	扌爿肉寸
㥬	心旁
𤍑	火糸冬
𩸵	魚行正
𨁮	足文口
𠹰	口貝丿之
𥆿	目求
𪯝	散水西
鈂	金冂儿
𫵫	尸婁扌比
𨬉	金土隹
𢄩	巾帶
𬳖	首人卬
𫁎	穴工子乚
𥈢	目羊大
𨃺	足糸内
𬷨	辰寸鳥
㩱	扌爪四艮寸
𬨙	辛弗
槩	艮旡木
𫽕	扌亦又
𠋦	人甘木
𬐒	巴皮
𡾭	山广㐭禾
𤵢	疒丘
𢳥	扌辵告
𪡝	口共巳
𬋲	爪子乚工从
𫣏	人立电
𠴒	口人令
𥟈	禾束
𩺧	魚火至
𠪸	厂艸世木
𣋇	昜文寸
𪘌	齒吏
𬣌	言甘木卯
𣦆	厂止吏
𦂁	糸八豕
𩸲	魚人吏
𪰰	日寺个
𪟸	半旁
𢴾	扌非心
錩	金昌
𦡯	月達
𡖼	並多
𠤧	匕扌是
𨒹	辵百
𧍅	人吏虫
抺	扌未
𠺕	口卯田
𫒂	尔里
𨰇	金僉欠
𫽹	扌由聿
𫜶	月享攴
𠱶	口宀于
𫿿	父斤尞
𫠳	下侖
𣱿	水人
𫴭	彐寸心
𤍌	声彐火
𪲣	甘木个
𪿗	石尸匕
𬌱	犬門才
𧊋	虫申
𫻤	心文厂彡頁
夣	𠫓四冂夕
㹫	犬大弓
𧹥	赤木土
𬐾	甚水欠皿
𱻛	其羽
𫡪	甘木乙
𠵴	口亼
𥐇	矢豆艮
𫼰	扌女口
𣷴	水表
𥑃	石亠卜
𦪏	舟辵甬
𠶂	口爻攴
𢱎	扌手一丰
𢱔	扌分皿
𢏠	弓水工
𫁞	立个
𪱅	日水者
㳉	水月
𬐉	小彐白
𱔪	口文隹
𥅞	目弋工
𫡮	辵米乙
㯖	木十四一心
𨏧	虎田皿車
𡏥	土扌斤口
𧐺	虫辵甬
𬥠	弋二貝及
𦀾	糸广木
𨅥	足非心
𪨠	尸婁人半
𬌴	犬彐火
𨆟	足艸重
𦤮	辵艮自犬
𡔖	土䜌攴
𪯊	丩攴个
𬋙	火𦥑
𩸄	魚果
𦙏	月山乙
𨔾	辵者
𪀐	鳥丿之
𬀺	巳易
䑅	月艸四冂夕
𬩢	辵戶冊立
𠸡	口水血
䕝	艸禾爪魚
𧓮	王白石虫
𨃎	足二又皿
𨰴	金日襄
𤃟	水亠乡隹土
鑅	金火火冂木
𤭸	尸并瓦
𬞲	艸虎丘亏
𡔍	土穴士四貝
𪿏	矢豆侖
𫻐	巩心事
𫓟	金口口馬
哣	口豆
𥃛	舟殳皿音
捈	扌余
𪾯	目斤欠
𱢯	艸世木日
𨤯	重同
𬂸	木攴少
𦡋	月屯頁
𠃩	九人彡
𢭯	扌水夬
𤻻	疒艸四戈人
𥵚	竹堇力
𢜏	日月心
㗁	口口口亏
𫑹	酉來
拞	扌丘
𣍊	日勹亡盡
𠓁	光羊永
𪢤	口矢丿大高
𦂺	糸音
𪽗	尺畫
𫼜	手占
𣼪	八水戌口
𨻮	阜宀元攴
𥌷	目宀丰四心
𪦸	子六
𣱶	水卜
𧏰	虫耳冂儿
𪥑	大示乃
𨃕	足玄田
𡮜	竹丿大小
𡃙	口艸四戈人
𦪻	舟宀艸見丶
𧓅	虫曲辰
𥸝	竹言夫夫貝
𬸼	尸匕鹿
𫋻	衤會
𡅫	口車丿大高
𡳵	尸婁艸丨日
𫀢	示山鬼
𠽮	口扌是
㨐	扌人口木
㘨	土内
𣙯	木土隹
䶞	齒其
漨	水辵夂丰
𪷹	立电水可
𣙷	木艸犬廾
𪺓	爪尹人丁
扲	扌今
𤸧	疒宀二日
𫅷	艸人木耂
𫜧	齒宀㇕皿丁
𤁖	水衤果
𬱎	丁頁人咅
𫒥	金亡心
𢵬	手巽
𪰮	日制
𫀅	示占
𠉜	人尾
𨧣	金壳
𡀧	口斗畏
𤂫	水口屮貝
𣆮	日广土
𠽞	口水日比
𣞅	果朕
𨦙	金歹刀
𢴛	扌斤扌支
𠏟	人㐭禾
𠻁	羊儿司
𥇽	爪子乚目
㶤	火夕
𬏥	疒爪卩
𢢂	心糸吉
𫽤	扌火卜尸
畱	一卯田
𤿤	竹皮
𦉱	四七
𥟊	禾吾
𨂚	足八共
𨰧	金宀龍
𪜘	石皮乙
燫	火广兼
𠘃	冫重力
𪯕	方攴人乍
𣌁	日豕者
𣔢	木人多
鸌	鳥雈又
𢬇	扌宀寸
𨫉	金日寺
𪜯	人另
𦘧	尾畫
𫬎	舌离
𱜗	呂巨
𥩯	立乃子
𨄳	足艸甫
𬇋	戶氏
𥊤	目行旦寸
𪱎	日生俞
𠽆	口言内
𬈉	水土后
㮠	木艸冂木
𠶙	口艸不
𱕫	口亠乡隹瓦
𥊢	直尚
𠲠	口丩攴
𭉷	口示且
𣋛	日艸水各
𥗍	石黎
𤹑	疒人今心
㩒	扌林示
䓡	艸矢口
𧿭	足日
𪡻	艸丨日古
𢴓	扌不見
攑	扌與扌
𠿶	口水隹十
𠴙	口扌巴
緓	糸艸冂大
𫏖	足爰
𨭒	金月穴工
㾑	疒合
𧀑	艸禾重
𩲥	鬼台
䱾	魚婁
𢬹	扌土土乚
𠸔	口艸市
𢫛	扌玉
𦡮	月並日
𪁃	人牛鳥
𨻬	阜自犬
𣞍	木四者
𣃺	方谷
𤒙	人彡享丮火
𦄷	糸辵甬
𪺬	牛九日
𧁶	艸广四土八土
𡦂	宀子宀子
𧹋	人弋貝爲
𫄁	糸艸日月
𫉕	艸人木加
𬕺	竹立电个
𲌬	鬼非
𥺹	米宀夕卩
𥹰	婁久
聀	耳戈
𢱚	扌風
𠶣	口木攴
𢝳	水共心
𠴋	口扌九力
𫇈	臣卒
𫻣	心鬼卒
𡍘	土制
𥨨	穴工工貝
𥚥	示乚禾刀
𫴶	广壴寸寺
𡀭	口臼田力
𫄃	糸享攴
𩵝	魚才
㦖	心門心
𣨮	歹爪壬
𪫶	今心个
𠳙	台人弋
𤮥	瓦匚三口欠
𦙦	月心
𬗁	西米骨
𣑶	木示乚
𢟙	心金十
𤊡	火廾扌
𥏌	矢先
𤢔	犬日勹亡欠
唭	口其
𤛠	牛婁
𫃋	米金十
𤎕	火釆心
𦀨	糸冄邑
𪝎	人木令
𬚇	戶羽水夬
𡄐	口亠乡隹土
𥉰	目爪臼
𢴊	扌辵豕
𥒥	石多
𩄰	雨歹刀火
𩼈	魚宀釆大
㖧	口氏日
𡁽	口木艸人木
𪡱	口耒毛
𡀩	口艸水各
𥅲	目朱
𠦯	半艮
𥭎	竹水亡
𢩉	戶共
𫨯	去非心
槹	木白⺍十
𤮘	肉又豆瓦
𦛌	月聿
𣖠	木艸出
𬌘	牙山我
𢴩	扌竹聿
䴈	宀釆大鳥
𢥣	心竹門月
𨫪	金堇
𪢜	口金甫
𡈈	圍重
𣻇	水辵艮
𩩇	𠫓儿骨
𣜶	木辵日勹亡
𤎑	火囟儿夂
𬷶	㐭禾鳥
𫆜	肉尸匕
𦛺	月另刀
𥈱	目乃又皿
𬯜	阜可艸内
䳱	矛夂力鳥
𫼳	扌艸亡
𫤯	厶大彡八
𫡯	朝乙
猉	犬其
𭉑	口阜艮
榡	木素
鑨	金龍
𠁸	串卒
𫲳	才子尹口羊
𦭪	艸勹乂乚
𡋥	土吉
𡃍	口僉刀
𪃿	可可鳥
𫰮	女艸戶
𤷿	疒穴犬
𦪂	舟行走
𦀪	糸人白
𫅖	羊大扌口
𣠱	木竹旡旡日
𬓐	示乚台心
𠭤	呂反
𣉷	易示乚
𣝀	木堇力
㦗	心林示
𨭏	金月穴工
𬜉	舌田心
𱓱	古衤刀
𧐸	虫周彡
𬑑	目耂
𬇆	毛堯
𩠳	首木隹
𬮙	門万
𤡚	犬艮旡
𢵷	扌宀丰口刀
𫰸	女干卯
𠶚	口女可
𡁙	口心艮旡
𫮱	其土年
㑫	人今心
𪺛	父缶
𪬙	心水口月
𬏧	疒扌丮
𬚴	肉匚巾
𡑱	土尹口羊
𦢡	尸至脊
𣠺	木竹僉
𫣰	人申爰
𬥔	斤貝匕
𨔿	辵豕十
𫬣	口口犬目少
𠯇	口己
𠦹	十辵豕
𠨪	𠂊厂卩堯
𣿃	水阜禺
𬲠	食俞心
𠸕	口儿幺月
𫡽	交呂
𣵯	口欠水
𥳂	竹田各
萫	艸香
𫸿	弓單丿之
𬉰	水戔曲辰
𤯭	並生
𫑓	辵㠯田各
𤣡	犬蜀直
𣼺	水囟儿夂
𢯏	扌行皮
𫑒	辵束人咅
𩻐	魚囟又儿夂
𬠇	虫𦥑
𥵗	竹音欠
𥘶	示乚分
𧕃	虫兔兔
𥆄	目光
𧎠	虫儿幺月
𠀗	廿丿
𪽃	生廾扌
𠻤	口寅
𢪯	扌太
炐	火丰
㡴	广立
𥯋	竹日月
𦬶	艸午
𥑭	石巨
𥊟	眉刀丶心
𣡯	四去木幺幺戈人
㩢	扌艸四戈人
𣝉	木业一寸
𬲊	非心飛飛
𢱛	扌水西
𣙹	束日比
熷	火曾
堒	土日比
𧉝	虫丐
𩆐	雨㐭禾
𬦮	足耳
𣏾	木戈
𬀫	文日
𠺴	口艸各
𦝉	月广氐
𪽡	巴釆田
𦩚	舟木攴
㒙	人糸白巾
熑	火兼
𧏴	虫辵㠯
𪮯	扌口耳个
𫋙	虫弓厶虫
𢫗	手白
𥐨	石也
𠿱	口辵首
𪺵	牛非心
𣞂	木竹帚
𧺁	宀釆田赤
𢯷	扌韋
𫢧	人文口
𩘄	風木攴
唫	口金
𡊱	土刀口
𣉴	日木至
𫊍	艸世木山今
𤂧	水艸辵夂丰
𪂮	子瓜鳥
𪞻	囟吳
𨔉	辵文丰
㵊	水冃耳又
𥋟	目羊我
𥖐	石阜八豕
𡃎	口爻木木大
踭	足爪尹
𡑴	土尸共殳
𪨝	尾香
㐻	人内
𦧃	尸婁雈臼
𨔌	辵子瓜
𬟥	束艸白⺍木
𪮽	手斤斤貝
𩹪	魚眉
𫵇	眉尔
𩠠	首會
㭲	木谷
胋	月占
𬏗	釆田二欠
𡳎	尾呂
𡆍	口㫃矢魚
怑	心半
𡬈	宀龍下
𢅄	四去布
恑	心𠂊厂卩
𬟴	虫山
𱔩	口單戈
𪝯	人立旦寸
𠬕	去衤甫
恄	心吉
𧜗	衤馬
𦤭	自犬歹刀火
𫆃	丩攴耳
𡀂	口雨田
𬐼	水欠皿去力
𬞺	婁艸丨日
𪟞	田力才
𣈝	日文丰
𩆢	雨田音
𢏣	弓曲
𪽵	疒子瓜
磾	石單
𠉞	今尸匕
𠽁	口虎夂几
𡅑	口禺頁
𡆘	口日幺幺火頁
𥢫	禾宀丰口刀
𠴉	口阜元
𧃋	艸食余
𠶁	口二扌廾
鈘	金支
𡴢	屯並
𤢿	犬三石
𥽤	支米田共
㶥	火干
𫼠	手主
𦙥	月子乚
鑟	金士四貝
𥢐	禾自⺍十
𩅜	雨良月
𨇀	足辵臾㠯
𥀌	皮艸台
𬗝	糸甬
𬛀	戶月工
𫿸	人止余斗
𦄵	糸釆心
𧦿	言丙
𪬔	心歹朱
𫨰	非心去
𦞑	月不皿
𫡱	又又二
𫾖	手一丰員
𧤥	角虎文
𧀏	艸金𠫓儿
𠧆	䒑共卒
𥷓	竹食爪女
𫳭	宀立电
𥿣	糸工丂
𧋀	虫⺍巛
𠊫	人勹日子
𤶼	疒艸亡
𫵄	艸冂大小
𬒩	石更旁
𡓟	土束攴正
𬷸	鳥食爪女
𥐦	石己
𥺖	米不口
𬡮	衤爲
搝	扌自犬
𬳠	禾火香
𣌹	曲不一
𦁢	糸長
挸	扌見
𬟣	艸水束刀貝
㗱	口隹木
𬁒	日矛夂力
𢴍	扌寅
𢗸	心斗
𠲿	口束
𩂀	雨干
洅	水再
䗀	虫夌
爉	火巛鼠
𢊑	广𤰇
𣘽	木少免
𦰠	艸公廾
𤵴	疒人士
𢥶	心禺鳥
𠻦	口囟儿夂
𬓟	离禾多
𱪁	水艸尞
𥏍	矢夕口
𬕾	竹立电目
𡭬	小門才
𢯚	扌爪子乚
劕	斤斤貝刀
𪇩	金艮鳥
𨅽	足門木
㾯	疒畏
𫏽	立电車
𪫊	一廾彡人廾扌
𤜬	犬山
𬇉	氐刀
捇	扌赤
㧶	扌身
𨓐	辵呂
𫴇	宀尗又永
𤋾	火音
𠽙	口人叚
𥈁	目辵卬
𨀌	足另
𫭵	土心丑
𣔨	木止月
𪃴	鳥爪可
𤍊	火素
𨅮	足者邑
𬊁	火冄
𣜾	未水者
𢖮	乙必
𡎣	土日刀口
𬁐	日月余
𣓋	木艸比
𦣕	月西示風
𫷆	巾岡
𠸟	口不皿
𫱑	女石丿之
𱢱	日虎丘亏
𥅃	目旦
𣌴	曲月
僘	人尚攴
𣍀	曲口木
𧯵	豆廾扌
𪽨	疒歹
𡄰	善卒
𦗏	耳良邑
𨫈	金广从土
𠄧	巴二
𤃝	水厂禾禾日
𢮪	扌八共
鎶	金可可
𢇡	广亏
𫦻	田力比白
𬎹	生周
𥸓	竹扌三耳
𪄦	鳥艸人木
𦹴	艸糸丿之
𥭌	竹宀乇
𡂑	口舟殳皿
𢵪	扌非文
蚽	虫不一
𣽀	水百一介
𧋷	虫己心
𫕹	青生
𪂲	子瓜鳥
𬈽	水爪子平
𧥃	角阜八豕
𣒵	木己攴
𪷴	水坴丮火
𫵧	盡廾水
𫄎	糸尸婁
擼	扌魚日
𪝱	人山隹个
𧍌	虫水刀口
𬞎	艸少免
𨏄	車巠耳
𢺒	扌魚廾扌
𪢍	口糸吉
𪝳	人水堇
𤞻	犬今口
帒	人弋巾
𫅫	手一丰羽
𦼞	艸余田
𪝌	人廿田
𫌌	衤山宀示
𩌂	革艸台
𬮷	門二扌廾扌
𡮒	禾子乚小
𦚕	月甘
𠴛	口穴力
𨁭	足女少
𠸧	口心各
𩘬	風辵艮
𬕳	竹馬个
𦄠	言内糸
𡃻	口艸癶豆
𥟉	禾禾几
𡎥	夕卜从土
𪒷	牛疒甘黑
𢪳	手及
𫖚	音寅
𥫌	立三石
𢴋	扌糸冬
𤺱	疒肉犬火
𬅂	木古亞心
𩪽	骨㡭斤
惍	心金
𩸸	魚一尹女
𨰪	金釆睪
𫋿	衤木攴
𤋶	火艸令
𣗼	木員
𫗌	奔飛
𫜈	每鹵
𩄴	雨人廾扌
𩺢	魚扌斤口
𡆄	口扌三耳
𪭫	扌丁方
𡳃	尾會
𦡢	月艸婁
𨮒	金艸四冂夕
𦷭	艸木會
𫱸	女干廾水
𢀭	巨朝
𪢌	口門柬
𬉪	水弓冫弓冫文寸
𧵆	貝斤
𧖃	虫虎鬲犬
𤐠	火示彔
𠶟	口扌甲
𨀒	足布
𨠣	酉正
𨐺	辛曲辰
𠴌	口彐火
𢛨	心於
撛	扌米舛
𫱞	女文隹
𫡁	兼並
𥻧	米兼
𪷪	水亏分貝
𦷫	艸水每
𪤘	厶土甘木
𡍋	土奔
𪀄	占鳥
𫱬	女古尾
𤃥	水艸癶豆
𡂵	口日京彡
𫵭	尸婁咼
𡀿	口尸婁
𦴋	艸四冂又
𣅵	日心
𬖫	西米殳
𥛉	示乚手一丰
𪵅	歹侖
𫋶	衤刀个
𪪪	广廿又耳止
𥍍	目艸監
𦙜	月厂卩
𡗶	天上
𡄦	口臣𠂉三口
𥺕	米扌巴
𤡁	犬廿兩
𣘾	來戶月
𩟬	食三石
𬰉	雨田艮
𥕌	石車斤
𬊠	火人壬几
𢙕	心亦
𩚦	食七刀
𣓦	木水丿之
𢚴	心刀丶心
𡒫	土木冓
𩮿	長彡幸丮
槞	木立电
𬖅	竹立电羽
𤺮	疒戶隹
𨆡	足艸世木
𦠽	月爲
𠽗	口目艮
𱤎	木糸冬
𤃞	水目廿兩
𥇈	目圍屯
𣊋	日干矢口
𡄏	口心戌口心
𠵏	口匚合
𤜭	犬子
𣔟	木艸不
𤴶	疒士
𧍆	虫子瓜
𠠑	竹艮卩刀
𠸍	口羊大
𤽴	白耂子
𬯹	雨殳
𡡂	女羊永
𢱏	扌言丁
𧴋	豸西示
𢴚	扌匚艸𠂇口
𢟑	心車干
𫴋	宀立电下
㭁	木乃
䟻	足余
𪩺	帚夬
𢗆	心丈
𥓳	石行皮
𥰈	竹人口𡈼
𦞏	戌女肉
𤇧	火人士
𦋂	四日寸
𫷗	年女又
𩏳	韋白鬼
𨵣	二扌廾門
𩘨	穴公風
𬥣	分貝𠂊厂卩
𫴺	木乚小
𥒅	石吏
𥇶	目金
𣛤	果來
㗳	口竹合
𡑪	土艸日勹亡
𪅪	享邑鳥
𬍀	犬衣廿
烸	火每
𧏲	虫歹刀火
𨅞	足竹合
𧋄	虫共
𧻩	走耂
𤞺	犬告
𥱱	竹立占
𠰙	口干刀
嘇	口三厶人彡
𦀚	糸口𡈼
鐛	金日京
𦢾	月山疑
𫄼	缶甘木
𡀮	口鳥衣
𢯨	扌艸巿
𱔒	口言殳
𥄵	目术
𱤒	末莫
𤅉	水雨良月
擛	扌艸世木
𫇄	𠫓月囊
𩛸	食每
𫯕	辰寸夕卜
𠃣	乙少
𫇞	舟冃四又
𠗹	冫歹刀火
𪩯	巳文厂生
𡮅	臼儿小
𫵦	尸古於
𬠺	虫善宀乇
𫤉	人匕頁呂
𣈕	日木攴
舖	舍甫
𧋵	虫犬王
𣖡	木貝刀
𬑶	矢豆艮
𠃅	厂四貝
𡝖	女刀丶心
𬛈	肉南
𬨬	辵力尸匕
𠸨	口人里
𱠻	扌日甘衤
𣡤	木日襄
扗	扌土
𪽣	宀立电田
𦓇	耂匚三口
𪵠	毛糸内
𨖧	毛辵束
𠳿	口尾
𢵋	扌者邑
𠟸	言吉刀
𤞼	犬文口
𫯅	声女又弓
𪩦	巨林
𫃫	糸石廾
𬧐	足糸田
姅	女半
𣋼	日魚日
𥆃	目女口
𤀐	水艸帝
𪝹	人戶冊女少
𦅯	糸竹寺
𨗜	令辵束
𢬩	扌人戈
𤆺	火子乚
𩽋	魚婁攴
𡃜	口石冂隹
𫲍	女莫日
𠾸	口走刀口
𢗉	心内
𪾟	目與
𠝇	广勹巳刀
𢹤	扌走勹屮勹屮
𧜵	衤帶
𥌧	目魚日
𫫒	口聿
𫮐	土首
𪲭	术阜元
𡮯	少辵告
𢪏	扌日
𢖵	心女
𠣛	勹厶木
𨡈	酉爿士
𢤜	心酋大邑
𪨈	尤口虫
𣩸	石卒歹匕
𣼸	水頁戈
撴	扌享攴
𧏱	虫冂大皿
𠊙	人宀且
𢙽	每心
㨂	扌東
𥄰	目人二
䲼	生鳥
𧿬	足屯
𫫛	口艸酉
𢄝	白巾勹巳
𡘮	末失
𥾽	糸亠卜
𱻢	立电羽
𱐩	𠂉力
萡	艸水白
𫰕	女人乃
𪡎	另令
㭬	木豕
𪭡	扌人十
𪭱	扌冫夬
𧜹	衤犬青
𥐆	矢豆半
𫥪	囟二扌廾
𢬮	扌戌
𡂆	口木卯田
𨤼	重日襄
𩻓	魚艸余
𠓨	勹巳人
𫣱	人戶冊丿之
𪑑	黑口今
𣔣	口木玉
𠹲	口水者
𣌆	日言者
𫃮	糸行主
㘈	口疑
鈬	金尺
𦢶	月禾几頁
𫠴	丘會
𬯽	雨水幺㇕
𥚄	示乚吏
𠋺	人蚤
𨠳	酉亥
𫠪	厶人下
𨻫	阜立电
𠽍	口水爪壬
㥋	人衣心
𪠝	去尸匕
𬖼	米且疒卜了
𫫴	口糸𠫓儿
𪩭	巴來
䙛	衤衣公
𡗄	兼多
𤋽	火田介
𧁵	艸扌無
𧝦	厂止歹刀衣
𫉡	艸月卒
𡨧	宀卒
𬷲	走戉鳥
囻	圍民
𠾀	口𠫓月攴
𢣅	心艸水各
䒹	艸耒
𨆷	足业一寸
𧻚	走二日
𪽝	四去由
𪿀	目宀禺
嚈	口厂日月犬
𣩦	歹堯
𪹚	火旁
𨢇	酉卯田
𨂖	足水立
𬏎	釆田干
𬥆	象廾扌
𥬋	竹八丂
焒	火呂
檂	木曲辰
𥉹	目田糸
𢩣	戶方艸辵夂丰
𦂿	糸十冂子力
𪐾	黑人士
𫛎	竹丿大鳥
䤲	金赤
䇛	竹止
𫄌	糸足爪女
𤳱	田广黃
𫬑	刀口爲
𪽹	疒阜禺
𠽏	口阜𠂊臼
𠒦	光口口
𦰟	艸阜元
𡦫	子斤斤貝
𩮭	長彡㠯一巾
𡳳	尾會
𫥥	囟盡
𠓩	耒人
𤼔	疒馬今心
𧝧	衤單戈
𥐧	石廾
𠿀	口禾小月
𣴚	水三力
𱜜	人尞巨
𪪇	平旁
埈	土厶儿夂
𡚢	大艸魚禾
𫷏	糸氏巾
𢣧	心虎丘亏
𪶭	水歹刀火
𬁥	耂丂曲
𥋴	目林示
枮	木占
𦧘	肉舌
𠄯	亏本
𬺘	立电山
𬦿	足人言
𨁍	足見
𬑛	目今心
𩿚	鳥斗
𠲧	口弋工
𪧻	身寸半
𧄵	艸犬巛鼠
𬐌	白扌皮
𩼀	魚圍韋
𬩧	辵咼耒
𢫡	扌乃子
𬅀	木辛束
𤵕	疒八丂
蝩	虫重
𢀮	㐭禾巨
㖼	口甘木
𡏠	土月勹乂凵
𢆠	來平
𣖟	木言十
𪷩	水百林
𥄮	目壬
𥜤	示乚貝戔
𦲞	艸厶大彡
㧺	扌水日
𫭔	圍玉艸𠂇口
𪴾	四言止
𧯅	谷香
㹯	犬人木
𫡵	五南
𧲫	豸及
嚉	口业一寸
𫁅	貞禾厶
𦤯	自犬甚力
喯	口奔
𣑳	木耒
𧂁	艸單戈
𢪉	扌弓丨
𤣚	犬曲豆𠂊巴
㛪	女大电
𠶎	口行皮
𣻾	水日土少
澟	水㐭禾
𦼥	艸水者
𩭆	長彡合
𫡎	三石串
𥾗	糸小
𥽄	米糸亠口儿
𢵌	扌阜八豕
𤳸	由四能
𫢚	个一衤
𠺯	員亡
𧞴	衣言周
𨄿	足糸冬
𠡧	文口力
𩽊	魚三石
𪢖	口禾𠂊彐心
𬴓	竹馬骨
𣏿	木天
𠺙	口辵艮
𫷰	广木反
𦀺	糸車
𬄹	木厂四貝
𡊲	土主
𪺨	牙卒
𱸉	竹亠兆
𫡛	大弓之
𢶢	扌丿四豕
𫠽	上心青
𥓷	石庚
㗑	口手一丰
𪛅	足各龜
𦟽	月宀必山
𪨖	尾甲
𢪥	手勿
𫚳	鳥占
𫅲	羽竹立电
揬	扌穴犬
𦃾	糸歹刀火
𣫕	田尸共殳
𥳓	竹禾小月
𬏚	疒一
𤎛	火水爪壬
𣺾	水艸女口
𢉾	广幺幺山
㮀	木函
𨀕	足匚王
䮴	馬癶豆
𠽒	口丁頁
𤮃	瓦冂大皿
𠆍	亠月真
𢟘	心耳戈
𫠧	午下
鋥	金口𡈼
𣆐	日卜尸
𣐅	木壬
𡅳	口雚力
𢹇	扌黑犬
𦏄	羊大扌旦
𥵘	竹旦人歹刀
𦔙	耒艮旡
綡	糸京
𧋂	虫水于
𠏲	人四者
𢦂	心艸門柬
𣐴	木人士
𡧲	宀丁中
𩂠	雨人弋
𬩋	辵术言
𠱅	口又土
𠸽	口辵尸匕
𫠼	上扌足
𫅯	羽辵束
𢠤	心弓單
𧅬	艸果亦虫
醝	酉差
𠂫	亠卜乃
𪯰	余斗隹又
𠢑	辰寸力
𢯐	扌女古
𫣢	人亦虫
𢭰	扌木土
𤷄	疒龹卩
𬏸	疒冃兀寸
㖑	口戈廾
𠣂	言柬力
𦹷	艸土咅
𥐔	矢豆門口
𪁎	小月鳥
𠁻	串三石
𨆤	足尹口羊
𠡛	圍大力
𦂈	糸由月
𢵴	扌止帚
𬏓	釆田巴
𤯑	甚㐭禾
𨋤	車卜尸
𩬑	長彡占
㯷	木人业大
𬚌	其耂
𪰇	日个
䉭	竹巛鼠
𢲯	扌水大从
𦏓	尹口羊本
𢇉	幺㇕文寸
𠟥	小大舌刀
𤏥	火人冂隹
𥽢	米爻木木大
𠰘	口皿
𪅬	人匚日女鳥
𫠮	至下
𬡞	艸衤巴
𦛿	月艸亡
𥑂	石支
𤳨	由示彔
𨃝	足行走
𨁩	足扌巴
𡾵	山鬼人立
𩱻	鬼卜
𨁷	足直
𡅊	口屮貝米
𬂍	月二扌廾扌
𫸏	广黃冂日六
𫯓	來多
𢢯	心山鬼
𪳂	木首
𪾀	白戈口一
𢱖	扌甘木
𨀐	足冬
𤠴	犬阜宀元
𨨅	金戈口一
𠻆	口阜車
𪱚	月上
𢁯	巾日
𬟃	艸业冃豕
𨃑	足扌兆
𤈠	火聿
𬃑	木羊巛
𢤞	心臣又貝
𫕪	雨水歹刀
𣡝	不皿白幺幺木
𧿨	足反
掑	扌其
𢕸	行米舛
𱳚	目言莫
𦀐	糸广土
𧺀	赤宀釆田
𠴍	口刀丶心
㦨	心門柬
𦘱	月卜
𢶿	扌辵盾
𣙬	西木巨
𠴜	口扌支
𫗷	首口木
捠	扌斤廾
𤁠	水辵肉缶
𢚸	王廾心
𫴯	貝刀寸
㗀	口幺幺山
𫪣	后人士
𨙍	辵矢丿大高
𤝑	犬丿之
𥅘	目尔
𨊌	身米舛
抈	扌月
𡍝	土艸内
𢲭	扌酉己
𩵜	魚个
𥙩	示乚厶人
𧀐	艸王鬼
𣷮	水石廾
𦀏	糸丩攴
㖅	口戌
𦎡	羊大生
𡂎	口糸彔
𥋓	目日京
鑡	金齒
𢷹	扌广里八土
𧛋	衤今心
𡞕	女夂田
𨖙	辵四从
𫤢	先立厂生
𧏯	虫辰寸
𩶝	魚正
攞	扌四糸隹
𩺨	魚人廾扌
𩴬	四貝鬼
𬚯	月士
𪮩	手米且
𪹎	火冃兀彡
𡳤	尺者邑
𢣄	心辵咼
𤓩	火䜌攴
𥾾	糸人卜
𣋰	暴凡
𥖔	石木戔
𣍋	會下
𣾿	水口畏
𫏢	足血豕
𫌐	衤走戉
𪻋	犬广壴寸
𤳷	四能由
𥐉	艮矢豆
𬩯	辵束鳥
㮛	木是
𦁀	糸貝
𡏢	土馬
𤯰	生广氐
𥇻	目宀由
㓠	占刀
𥶇	竹魚日
𤣄	犬鹿火
𫩉	示乚耳又
𤹘	疒辰寸
𥈳	目穴犬
𢹫	丰刀手宀必山
𣞽	木癶豆邑
𬛯	自犬音
𤆹	火牙
𧐾	虫咅邑
𩄔	雨扌丞
𥓉	石成
𩅚	雨土隹
𬁌	氏日䒑亡
𫯳	重夫
𠉱	人戶方
𫙖	魚尸匕
䟬	足丘
𠔭	八三厶人彡
𦼝	艸心巛囟
𪻊	犬者艮
𣻗	水禾多
